DTE,BARRI,AEB,SC,NOM_BARRI
1.0,1.0,1.0,1.0, el Raval
1.0,1.0,1.0,2.0, el Raval
1.0,1.0,2.0,3.0, el Raval
1.0,1.0,2.0,4.0, el Raval
1.0,1.0,3.0,5.0, el Raval
1.0,1.0,3.0,6.0, el Raval
1.0,1.0,3.0,7.0, el Raval
1.0,1.0,4.0,8.0, el Raval
1.0,1.0,4.0,9.0, el Raval
1.0,1.0,4.0,10.0, el Raval
1.0,1.0,5.0,11.0, el Raval
1.0,1.0,5.0,12.0, el Raval
1.0,1.0,5.0,13.0, el Raval
1.0,1.0,6.0,14.0, el Raval
1.0,1.0,6.0,15.0, el Raval
1.0,1.0,6.0,16.0, el Raval
1.0,1.0,6.0,17.0, el Raval
1.0,1.0,7.0,18.0, el Raval
1.0,1.0,7.0,19.0, el Raval
1.0,1.0,7.0,20.0, el Raval
1.0,1.0,8.0,21.0, el Raval
1.0,2.0,9.0,22.0, el Barri Gòtic
1.0,2.0,9.0,23.0, el Barri Gòtic
1.0,2.0,10.0,25.0, el Barri Gòtic
1.0,2.0,10.0,26.0, el Barri Gòtic
1.0,2.0,10.0,27.0, el Barri Gòtic
1.0,2.0,11.0,28.0, el Barri Gòtic
1.0,2.0,11.0,29.0, el Barri Gòtic
1.0,2.0,12.0,30.0, el Barri Gòtic
1.0,2.0,12.0,31.0, el Barri Gòtic
1.0,3.0,13.0,32.0, la Barceloneta
1.0,3.0,13.0,33.0, la Barceloneta
1.0,3.0,13.0,34.0, la Barceloneta
1.0,3.0,14.0,35.0, la Barceloneta
1.0,3.0,14.0,36.0, la Barceloneta
1.0,3.0,15.0,37.0, la Barceloneta
1.0,3.0,15.0,38.0, la Barceloneta
1.0,3.0,15.0,39.0, la Barceloneta
1.0,3.0,15.0,40.0, la Barceloneta
1.0,3.0,15.0,41.0, la Barceloneta
1.0,3.0,15.0,42.0, la Barceloneta
1.0,4.0,16.0,43.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,16.0,44.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,16.0,45.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,16.0,46.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,17.0,47.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,17.0,48.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,17.0,49.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,18.0,50.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,18.0,51.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,18.0,52.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,19.0,53.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,19.0,54.0," Sant Pere, Santa Caterina i la Ribera"
1.0,4.0,19.0,55.0," Sant Pere, Santa Caterina i la Ribera"
2.0,5.0,20.0,1.0, el Fort Pienc
2.0,5.0,20.0,2.0, el Fort Pienc
2.0,5.0,20.0,3.0, el Fort Pienc
2.0,5.0,20.0,4.0, el Fort Pienc
2.0,5.0,20.0,5.0, el Fort Pienc
2.0,5.0,20.0,6.0, el Fort Pienc
2.0,5.0,20.0,7.0, el Fort Pienc
2.0,5.0,20.0,8.0, el Fort Pienc
2.0,5.0,20.0,9.0, el Fort Pienc
2.0,5.0,21.0,10.0, el Fort Pienc
2.0,5.0,21.0,11.0, el Fort Pienc
2.0,5.0,21.0,12.0, el Fort Pienc
2.0,5.0,21.0,13.0, el Fort Pienc
2.0,5.0,22.0,14.0, el Fort Pienc
2.0,5.0,22.0,15.0, el Fort Pienc
2.0,5.0,22.0,16.0, el Fort Pienc
2.0,5.0,22.0,17.0, el Fort Pienc
2.0,5.0,22.0,18.0, el Fort Pienc
2.0,5.0,22.0,19.0, el Fort Pienc
2.0,5.0,22.0,20.0, el Fort Pienc
2.0,6.0,23.0,21.0, la Sagrada Família
2.0,6.0,23.0,22.0, la Sagrada Família
2.0,6.0,23.0,23.0, la Sagrada Família
2.0,6.0,23.0,24.0, la Sagrada Família
2.0,6.0,24.0,25.0, la Sagrada Família
2.0,6.0,24.0,26.0, la Sagrada Família
2.0,6.0,24.0,27.0, la Sagrada Família
2.0,6.0,24.0,28.0, la Sagrada Família
2.0,6.0,24.0,29.0, la Sagrada Família
2.0,6.0,24.0,30.0, la Sagrada Família
2.0,6.0,24.0,31.0, la Sagrada Família
2.0,6.0,24.0,32.0, la Sagrada Família
2.0,6.0,25.0,33.0, la Sagrada Família
2.0,6.0,25.0,34.0, la Sagrada Família
2.0,6.0,25.0,35.0, la Sagrada Família
2.0,6.0,25.0,36.0, la Sagrada Família
2.0,6.0,25.0,37.0, la Sagrada Família
2.0,6.0,25.0,38.0, la Sagrada Família
2.0,6.0,25.0,39.0, la Sagrada Família
2.0,6.0,25.0,40.0, la Sagrada Família
2.0,6.0,26.0,41.0, la Sagrada Família
2.0,6.0,26.0,42.0, la Sagrada Família
2.0,6.0,26.0,43.0, la Sagrada Família
2.0,6.0,26.0,44.0, la Sagrada Família
2.0,6.0,26.0,45.0, la Sagrada Família
2.0,6.0,26.0,46.0, la Sagrada Família
2.0,6.0,26.0,47.0, la Sagrada Família
2.0,6.0,26.0,48.0, la Sagrada Família
2.0,6.0,27.0,49.0, la Sagrada Família
2.0,6.0,27.0,50.0, la Sagrada Família
2.0,6.0,27.0,51.0, la Sagrada Família
2.0,6.0,27.0,52.0, la Sagrada Família
2.0,6.0,27.0,53.0, la Sagrada Família
2.0,6.0,27.0,54.0, la Sagrada Família
2.0,7.0,28.0,55.0, la Dreta de l'Eixample
2.0,7.0,28.0,56.0, la Dreta de l'Eixample
2.0,7.0,28.0,57.0, la Dreta de l'Eixample
2.0,7.0,28.0,58.0, la Dreta de l'Eixample
2.0,7.0,28.0,59.0, la Dreta de l'Eixample
2.0,7.0,28.0,60.0, la Dreta de l'Eixample
2.0,7.0,29.0,61.0, la Dreta de l'Eixample
2.0,7.0,29.0,62.0, la Dreta de l'Eixample
2.0,7.0,29.0,63.0, la Dreta de l'Eixample
2.0,7.0,29.0,64.0, la Dreta de l'Eixample
2.0,7.0,29.0,65.0, la Dreta de l'Eixample
2.0,7.0,30.0,66.0, la Dreta de l'Eixample
2.0,7.0,30.0,67.0, la Dreta de l'Eixample
2.0,7.0,30.0,68.0, la Dreta de l'Eixample
2.0,7.0,30.0,69.0, la Dreta de l'Eixample
2.0,7.0,31.0,70.0, la Dreta de l'Eixample
2.0,7.0,31.0,71.0, la Dreta de l'Eixample
2.0,7.0,31.0,72.0, la Dreta de l'Eixample
2.0,7.0,32.0,73.0, la Dreta de l'Eixample
2.0,7.0,32.0,74.0, la Dreta de l'Eixample
2.0,7.0,32.0,75.0, la Dreta de l'Eixample
2.0,7.0,32.0,76.0, la Dreta de l'Eixample
2.0,7.0,33.0,77.0, la Dreta de l'Eixample
2.0,7.0,34.0,78.0, la Dreta de l'Eixample
2.0,7.0,34.0,79.0, la Dreta de l'Eixample
2.0,7.0,35.0,80.0, la Dreta de l'Eixample
2.0,7.0,35.0,81.0, la Dreta de l'Eixample
2.0,7.0,36.0,82.0, la Dreta de l'Eixample
2.0,7.0,36.0,83.0, la Dreta de l'Eixample
2.0,8.0,37.0,84.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,37.0,85.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,37.0,86.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,37.0,87.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,38.0,88.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,38.0,89.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,38.0,90.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,39.0,91.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,39.0,92.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,40.0,93.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,40.0,94.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,40.0,95.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,40.0,96.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,40.0,97.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,41.0,98.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,41.0,99.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,41.0,100.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,41.0,101.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,42.0,102.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,42.0,103.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,42.0,104.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,42.0,105.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,43.0,106.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,43.0,107.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,43.0,108.0, l'Antiga Esquerra de l'Eixample
2.0,8.0,43.0,109.0, l'Antiga Esquerra de l'Eixample
2.0,9.0,44.0,110.0, la Nova Esquerra de l'Eixample
2.0,9.0,44.0,111.0, la Nova Esquerra de l'Eixample
2.0,9.0,44.0,112.0, la Nova Esquerra de l'Eixample
2.0,9.0,44.0,113.0, la Nova Esquerra de l'Eixample
2.0,9.0,44.0,114.0, la Nova Esquerra de l'Eixample
2.0,9.0,45.0,115.0, la Nova Esquerra de l'Eixample
2.0,9.0,45.0,116.0, la Nova Esquerra de l'Eixample
2.0,9.0,45.0,117.0, la Nova Esquerra de l'Eixample
2.0,9.0,45.0,118.0, la Nova Esquerra de l'Eixample
2.0,9.0,45.0,119.0, la Nova Esquerra de l'Eixample
2.0,9.0,45.0,120.0, la Nova Esquerra de l'Eixample
2.0,9.0,45.0,121.0, la Nova Esquerra de l'Eixample
2.0,9.0,45.0,122.0, la Nova Esquerra de l'Eixample
2.0,9.0,45.0,123.0, la Nova Esquerra de l'Eixample
2.0,9.0,46.0,124.0, la Nova Esquerra de l'Eixample
2.0,9.0,46.0,125.0, la Nova Esquerra de l'Eixample
2.0,9.0,46.0,126.0, la Nova Esquerra de l'Eixample
2.0,9.0,46.0,127.0, la Nova Esquerra de l'Eixample
2.0,9.0,46.0,128.0, la Nova Esquerra de l'Eixample
2.0,9.0,46.0,129.0, la Nova Esquerra de l'Eixample
2.0,9.0,47.0,130.0, la Nova Esquerra de l'Eixample
2.0,9.0,47.0,131.0, la Nova Esquerra de l'Eixample
2.0,9.0,47.0,132.0, la Nova Esquerra de l'Eixample
2.0,9.0,47.0,133.0, la Nova Esquerra de l'Eixample
2.0,9.0,47.0,134.0, la Nova Esquerra de l'Eixample
2.0,9.0,47.0,135.0, la Nova Esquerra de l'Eixample
2.0,9.0,47.0,136.0, la Nova Esquerra de l'Eixample
2.0,9.0,48.0,137.0, la Nova Esquerra de l'Eixample
2.0,9.0,48.0,138.0, la Nova Esquerra de l'Eixample
2.0,9.0,48.0,139.0, la Nova Esquerra de l'Eixample
2.0,9.0,48.0,140.0, la Nova Esquerra de l'Eixample
2.0,9.0,48.0,141.0, la Nova Esquerra de l'Eixample
2.0,9.0,49.0,142.0, la Nova Esquerra de l'Eixample
2.0,9.0,49.0,143.0, la Nova Esquerra de l'Eixample
2.0,9.0,49.0,144.0, la Nova Esquerra de l'Eixample
2.0,9.0,49.0,145.0, la Nova Esquerra de l'Eixample
2.0,9.0,50.0,146.0, la Nova Esquerra de l'Eixample
2.0,9.0,50.0,147.0, la Nova Esquerra de l'Eixample
2.0,9.0,50.0,148.0, la Nova Esquerra de l'Eixample
2.0,9.0,50.0,149.0, la Nova Esquerra de l'Eixample
2.0,10.0,51.0,150.0, Sant Antoni
2.0,10.0,51.0,151.0, Sant Antoni
2.0,10.0,51.0,152.0, Sant Antoni
2.0,10.0,51.0,153.0, Sant Antoni
2.0,10.0,51.0,154.0, Sant Antoni
2.0,10.0,51.0,155.0, Sant Antoni
2.0,10.0,51.0,156.0, Sant Antoni
2.0,10.0,51.0,157.0, Sant Antoni
2.0,10.0,52.0,158.0, Sant Antoni
2.0,10.0,52.0,159.0, Sant Antoni
2.0,10.0,52.0,160.0, Sant Antoni
2.0,10.0,52.0,161.0, Sant Antoni
2.0,10.0,52.0,162.0, Sant Antoni
2.0,10.0,53.0,163.0, Sant Antoni
2.0,10.0,53.0,164.0, Sant Antoni
2.0,10.0,53.0,165.0, Sant Antoni
2.0,10.0,54.0,166.0, Sant Antoni
2.0,10.0,54.0,167.0, Sant Antoni
2.0,10.0,54.0,168.0, Sant Antoni
2.0,10.0,55.0,169.0, Sant Antoni
2.0,10.0,55.0,170.0, Sant Antoni
2.0,10.0,55.0,171.0, Sant Antoni
2.0,10.0,55.0,172.0, Sant Antoni
2.0,10.0,55.0,173.0, Sant Antoni
3.0,11.0,56.0,1.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,56.0,2.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,56.0,3.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,56.0,4.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,56.0,5.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,56.0,6.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,56.0,7.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,56.0,8.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,56.0,9.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,57.0,10.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,57.0,11.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,57.0,12.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,57.0,13.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,57.0,14.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,57.0,15.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,57.0,16.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,57.0,17.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,58.0,18.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,58.0,19.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,58.0,20.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,58.0,21.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,58.0,22.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,59.0,23.0, el Poble Sec - AEI Parc Montjuïc
3.0,11.0,59.0,24.0, el Poble Sec - AEI Parc Montjuïc
3.0,12.0,60.0,25.0, la Marina del Prat Vermell - AEI Zona Franca
3.0,13.0,61.0,26.0, la Marina de Port
3.0,13.0,61.0,27.0, la Marina de Port
3.0,13.0,61.0,28.0, la Marina de Port
3.0,13.0,61.0,29.0, la Marina de Port
3.0,13.0,61.0,30.0, la Marina de Port
3.0,13.0,62.0,31.0, la Marina de Port
3.0,13.0,62.0,32.0, la Marina de Port
3.0,13.0,62.0,33.0, la Marina de Port
3.0,13.0,62.0,34.0, la Marina de Port
